"domainhistory","url","rating","hstsPolicy status"
6156,"zuiderlicht.nl","A+","""present"""
43562,"www.inside.com","A+","""present"""
19783,"www.spuze.com","A+","""present"""
8995,"wiki.installgentoo.com","A+","""present"""
10795,"abnamro.nl","A+","""present"""
4654,"asisp.xdams.org","A+","""present"""
19785,"rap3s.fujitsu.com.au","A+","""present"""
7508,"sourceforge.net","A+","""present"""
10308,"contractorsbidding.com","A+","""present"""
8741,"www.sielsystems.nl","A+","""present"""
1401,"www.faa.gov","A+","""present"""
10805,"virtuelewerkplek.deltalloydgroep.com","A+","""present"""
22721,"mediamarkt.pl","A+","""present"""
12080,"testapi.sukl.cz","A+","""present"""
19861,"ebill2.virginmedia.com","A+","""present"""
20849,"roundcube.gaia.startnet.cz","A+","""present"""
19858,"fpedia.id","A+","""present"""
19860,"premproxycrm.zoho.com","A+","""present"""
32558,"samepage.io","A+","""present"""
19937,"muasamxe.com","A+","""present"""
43599,"adblockbrowser.org","A+","""present"""
43606,"www.bilimoe.com","A+","""present"""
7015,"www.direct.aviva.co.uk","A+","""present"""
19896,"appslhc.ecicloud.com","A+","""present"""
65419,"www.blablacar.fr","A+","""present"""
19770,"www.miaowo.space","A+","""present"""
12079,"autosuggest.ml.e-conomic.ws","A+","""present"""
43621,"survey.zohopublic.eu","A+","""present"""
22740,"operaciones.andesonline.com","A+","""present"""
19902,"www.rockwills.info","A+","""present"""
43627,"seminar.jp.fujitsu.com","A+","""present"""
9383,"seednode.co","A+","""present"""
43633,"firstq.xyz","A+","""present"""
19932,"crypto101.io","A+","""present"""
43631,"ip.xx.or.at","A+","""present"""
65428,"apps.maclellanlive.net","A+","""present"""
43641,"sygrayka.ru","A+","""present"""
3927,"tk.de","A+","""present"""
19949,"nomascelusvigilados.karisma.org.co","A+","""present"""
19770,"www.miaowo.space","A+","""present"""
32617,"f-droid.org","A+","""present"""
8826,"rompslomp.nl","A+","""present"""
19936,"hdbank.com.vn","A+","""present"""
3073,"ianspence.com","A+","""present"""
19942,"bitcoin.com","A+","""present"""
43667,"browserleaks.com","A+","""present"""
12094,"partner.sunnycars.nl","A+","""present"""
8847,"portal.reeleezee.nl","A+","""present"""
22784,"dev.scribe.mmodal-npd.com","A+","""present"""
7050,"www.situationroom.archives.gov","A+","""present"""
8854,"billingonline.onlinebeheer.eu","A+","""present"""
19903,"blog.peachgyoza.com","A+","""present"""
22785,"threatpost.com","A+","""present"""
6391,"lk.qood.ru","A+","""present"""
43688,"emploi.delta-neu.fr","A+","""present"""
20008,"broadcaster.live365.com","A+","""present"""
12097,"appelenei.nl","A+","""present"""
43696,"www.onedolphin.net","A+","""present"""
20185,"reestr.spod.kz","A+","""present"""
22781,"bahnbonus-praemienwelt.de","A+","""present"""
8864,"www.efactuurdirect.nl","A+","""present"""
20027,"www.canada.ca","A+","""present"""
20032,"alibaba.com","A+","""present"""
65505,"hb.nss.com.tw","A+","""present"""
65500,"test2.seattlectms.org","A+","""present"""
20059,"noc.sigmanetcare.com","A+","""present"""
65508,"nocifer.com","A+","""present"""
1548,"slo-tech.com","A+","""present"""
20052,"cdn.mystrength.com","A+","""present"""
22799,"smagdanmark.com","A+","""present"""
20063,"nzigen.com","A+","""present"""
43699,"www.perfect-privacy.com","A+","""present"""
20070,"git.gnupg.org","A+","null"
14591,"www.yu1u.org","A+","""present"""
20079,"oliveoiltimes.com","A+","""present"""
43738,"www.whatismybrowser.com","A+","""present"""
11815,"otrs-itsm.oilpc.ru","A+","""present"""
43746,"auth.wilddog.com","A+","""present"""
20132,"capture.idagency.com","A+","""present"""
65529,"pratiqueconhecimento.com.br","A+","""present"""
20112,"workplace.zoho.com","A+","""present"""
8944,"profifact.nl","A+","""present"""
65533,"ipagrow.com","A+","""present"""
49779,"124bt.ru","A+","""present"""
43770,"uat1.esign.pru.co.uk","A+","""present"""
31674,"ukuworld.com","A+","""present"""
49745,"lists.samba.org","A+","""present"""
8961,"www.getgekko.com","A+","""present"""
20170,"www.lumiart.cz","A+","""present"""
20155,"abogalista.com","A+","""present"""
43779,"egate.intrum.cz","A+","""present"""
20157,"edge.dof.abudhabi.ae","A+","""present"""
14869,"kkk.sh","A+","""present"""
8968,"id.nblenergy.com","A+","""present"""
14479,"sg.manager.wowma.jp","A+","""present"""
43792,"www.foreverlarz.com","A+","""present"""
49782,"hrgisuite.com","A+","""present"""
12941,"bitpetite.com","A+","""present"""
1566,"instagramupdate-social-ro.zoho.com","A+","""present"""
12126,"pro.iwave.com","A+","""present"""
36566,"www.tesco.com","A+","""present"""
43801,"fril.jp","A+","""present"""
22852,"cdp-berlin.cisco.com","A+","""present"""
14831,"starnetisite.com","A+","""present"""
20177,"fitwelt.com","A+","""present"""
20247,"edigas.enduris.nl","A+","""present"""
31439,"mail.ukr.net","A+","""present"""
65575,"job-sjop.stagedoos.nl","A+","""present"""
20272,"www.blaasmuziek-laarbeek.nl","A+","""present"""
17022,"taxi.sahaltaxi.com","A+","""present"""
43836,"invoice.zoho.com","A+","""present"""
65583,"cascade.me.washington.edu","A+","null"
2408,"www.usbank.com","A+","""present"""
65586,"turfwarsapp.com","A+","""present"""
12194,"www.exchange.jo","A+","""present"""
14879,"themeforest.net","A+","""present"""
22861,"www.otalliance.org","A+","""present"""
43844,"www.swedbank.ee","A+","""present"""
43845,"www.ocmw-leuven.be","A+","""present"""
11815,"otrs-itsm.oilpc.ru","A+","""present"""
22862,"apec.ch","A+","""present"""
65583,"cascade.me.washington.edu","A+","""present"""
22799,"smagdanmark.com","A+","""present"""
49782,"hrgisuite.com","A+","""present"""
3092,"powersergthisisthewebsitefuckyouscott.com","A+","""present"""
43877,"kaipai.it","A+","""present"""
1302,"shopbakersnook.com","A+","""present"""
22875,"www.buss-treuhand.de","A+","""present"""
49833,"www.kuketz-blog.de","A+","""present"""
17203,"ecarina-test.carina.gov.si","A+","""present"""
22784,"dev.scribe.mmodal-npd.com","A+","""present"""
14831,"starnetisite.com","A+","""present"""
12148,"aviokarte.rs","A+","""present"""
51088,"mercury.cloud.sma-dev.de","A+","""present"""
49872,"blocktogether.org","A+","""present"""
65622,"spa.panamericano.com.br","A+","""present"""
1059,"cromwell-intl.com","A+","""present"""
20465,"campagneportal.a.interbank.nl","A+","""present"""
20379,"cloud.staatstheater.karlsruhe.de","A+","""present"""
43910,"nuvasive.avature.net","A+","""present"""
22799,"smagdanmark.com","A+","""present"""
10819,"bonesserver.com","A+","""present"""
43916,"wordpressseno.wordpress.com","A+","""present"""
12156,"soup.si","A+","""present"""
65663,"sans.org","A+","""present"""
43918,"fortunejack.com","A+","""present"""
2379,"bricorama.votes.voxaly.com","A+","""present"""
43920,"xetanai.moe","A+","""present"""
65668,"easywp.com","A+","""present"""
65669,"accessgudid.nlm.nih.gov","A+","""present"""
65674,"ttx.med.utah.edu","A+","""present"""
43900,"booty.thecrag.com","A+","""present"""
22900,"kundenbereich.bs-ag.com","A+","""present"""
43932,"arunkhan.wordpress.com","A+","""present"""
22902,"preprod3.puydufou.com","A+","""present"""
20396,"city-telekom.ru","A+","""present"""
49868,"www.romseyworldofwater.co.uk","A+","""present"""
17283,"openlarry.de","A+","""present"""
49849,"rp.kinantihomestay.com","A+","""present"""
17203,"ecarina-test.carina.gov.si","A+","""present"""
16691,"src.didi.nl","A+","""present"""
65702,"social.buenamusica.com","A+","""present"""
22906,"www4.homebox.it","A+","""present"""
20459,"www.adventureally.com","A+","""present"""
17511,"www.thesun.co.uk","A+","""present"""
10819,"bonesserver.com","A+","""present"""
28755,"pupboss.com","A+","""present"""
43952,"mp.akbars.ru","A+","""present"""
43964,"cargorent.de","A+","""present"""
20483,"rah-mda.raiffeisen.ro","A+","""present"""
9828,"web.de","A+","""present"""
22799,"smagdanmark.com","A+","""present"""
43991,"cyber-computer.club","A+","""present"""
44004,"jumuro.ru","A+","""present"""
22948,"cainhosting.com","A+","""present"""
44016,"smsdirect.telekom.sk","A+","""present"""
20664,"www.provacy4.eu","A+","""present"""
20542,"onehash.com","A+","""present"""
4027,"alva.cloud","A+","""present"""
44032,"eshop-apollo-pre.bulletelc.com","A+","""present"""
43984,"board.fussballmanager.de","A+","""present"""
6314,"correo.mppeuct.gob.ve","A+","""present"""
20559,"www.apeldoorn.nl","A+","""present"""
44055,"eshop-apollo-pre-staging.bulletelc.com","A+","""present"""
49935,"mx.dodifferent.it","A+","""present"""
12193,"aidcvn.com","A+","""present"""
22971,"www.bitfairy.biz","A+","""present"""
65769,"tovar7km.com.ua","A+","""present"""
3117,"vpn.pdsgroup.com.ph","A+","""present"""
20562,"zlag.vertical-life.info","A+","""present"""
6438,"www.ktacloud.com","A+","""present"""
44084,"www3.mizehouser.com","A+","""present"""
22784,"dev.scribe.mmodal-npd.com","A+","""present"""
20609,"www.cotton-candy.it","A+","""present"""
63882,"learn.wu.ac.at","A+","""present"""
20596,"sea.smartcore.jp","A+","""present"""
44097,"www.infotip.de","A+","""present"""
15318,"nextcloud.htone.it","A+","""present"""
44112,"www.bankmillennium.pl","A+","""present"""
32032,"murdercube.com","A+","""present"""
20652,"bestbattery.biz","A+","""present"""
3151,"www.binarization.com","A+","""present"""
12224,"cyberoam.com","A+","""present"""
20657,"online.bsponiatowa.pl","A+","""present"""
20655,"krzys.eu.org","A+","""present"""
22721,"mediamarkt.pl","A+","""present"""
12060,"citrix.ro-med.de","A+","""present"""
20682,"meine.deutsche-bank.de","A+","""present"""
12229,"secstor.nmsoap.com","A+","""present"""
20667,"diddens.de","A+","""present"""
20703,"upczone.cz","A+","""present"""
44148,"www.ua-football.com","A+","""present"""
41944,"www.itgala.xyz","A+","""present"""
23017,"stmaryscu.org","A+","""present"""
17044,"byggboss.se","A+","""present"""
23014,"www.laposte.net","A+","""present"""
44161,"be-apollo-pre.bulletelc.com","A+","""present"""
23021,"leominstercu.com","A+","""present"""
20210,"cloud.djmcflow.eu","A+","""present"""
44168,"www.fincallorca.de","A+","""present"""
44170,"skorstensgaard.dk","A+","""present"""
20740,"ssl24.pl","A+","""present"""
98,"kapcsolat.unicreditbank.hu","A+","""present"""
6463,"websenso.com","A+","""present"""
1566,"instagramupdate-social-ro.zoho.com","A+","""present"""
20782,"www.kbcequitas.hu","A+","""present"""
65834,"reedthai.com","A+","""present"""
20783,"thai-massage-hunsrueck.de","A+","""present"""
12256,"monespace.april.fr","A+","""present"""
19936,"hdbank.com.vn","A+","""present"""
44209,"eon8.com","A+","""present"""
65848,"justyy.com","A+","""present"""
19942,"bitcoin.com","A+","""present"""
20811,"2innovate.at","A+","""present"""
20823,"exchange.nft-systeme.de","A+","""present"""
20820,"caldav.hostpoint.ch","A+","""present"""
44220,"www.brasseriekommilfoo.be","A+","""present"""
23046,"gitlab.i3mainz.hs-mainz.de","A+","""present"""
20861,"hmmh.de","A+","""present"""
44232,"cloud.casagec.fr","A+","""present"""
11124,"tkc.at","A+","""present"""
65873,"portal01.kn-saas.de","A+","""present"""
23063,"www.tonight.de","A+","""present"""
44264,"www.ifv.nl","A+","""present"""
49975,"mijnkind.partou.nl","A+","""present"""
65879,"tintuc.baivip.club","A+","""present"""
7002,"www.aviva.co.uk","A+","""present"""
20863,"m-api.telekom.de","A+","""present"""
44283,"pay.bethebestgamer.com","A+","""present"""
23054,"www.unireso.ch","A+","""present"""
44280,"www.aspirationhosting.com","A+","""present"""
19902,"www.rockwills.info","A+","""present"""
10262,"comodo.com","A+","""present"""
20911,"haustipps.com","A+","""present"""
23111,"jpmcstg.mainaccount.com","A+","""present"""
20937,"e-cop.agh.edu.pl","A+","""present"""
30647,"survivalmonkey.com","A+","""present"""
12271,"timco.cloud","A+","""present"""
20944,"meeting.telemark.de","A+","""present"""
23070,"cloud.wusthof.com","A+","""present"""
65907,"playbtc.com","A+","""present"""
9894,"www.oshirabesan.com","A+","""present"""
3650,"healtheasylife.com","A+","""present"""
23082,"avnws2.albridge.com","A+","""present"""
14329,"webmail.xrog.net","A+","""present"""
13644,"www.movieplex.nl","A+","""present"""
12280,"pferdesportclub-chiemgau.de","A+","""present"""
50045,"snapp.ir","A+","""present"""
21168,"image.thecrag.com","A+","""present"""
20996,"www.speelkelder.nl","A+","""present"""
44359,"www.analyticsinmotion.com","A+","""present"""
44362,"orgrimmar.synology.me","A+","""present"""
23101,"actiefplezier.nl","A+","""present"""
23106,"support.eu.redwood.com","A+","""present"""
44376,"fins.money","A+","""present"""
20995,"tstonline.com","A+","""present"""
65931,"vo12345.com","A+","""present"""
13119,"www.heagmobilo.de","A+","""present"""
15596,"service.elsevier.com","A+","""present"""
6469,"jpod.cc","A+","""present"""
44415,"automation.buhlergroup.com","A+","""present"""
49997,"uqer.io","A+","""present"""
23121,"cloud.schnorchel.li","A+","""present"""
44420,"www.surland.com","A+","""present"""
21057,"www.pensionplaypen.com","A+","""present"""
44424,"jacekowski.org","A+","""present"""
12036,"techmetrys.eu","A+","""present"""
44441,"business-voicemail.telekom-dienste.de","A+","""present"""
44437,"douban.com","A+","""present"""
18900,"feminatzi.com","A+","""present"""
44451,"www.slevomat.cz","A+","""present"""
21102,"cloud.nh-cap.com","A+","""present"""
21087,"toalmasikolbasz.hu","A+","""present"""
44461,"mail.socialisme.be","A+","""present"""
17511,"www.thesun.co.uk","A+","""present"""
21138,"stijns.net","A+","""present"""
12178,"yourlink-staging.appiwork.com","A+","""present"""
44479,"www.spar-checker.de","A+","""present"""
21140,"servinube.net","A+","""present"""
65975,"creatorexport-ro.zoho.com","A+","""present"""
21152,"stg-eu.elsa.panasonic.com","A+","""present"""
21155,"client28.e-invoice.com","A+","""present"""
65980,"us.xen.amat.com","A+","""present"""
65982,"piv.fhrnavigator.com","A+","""present"""
23161,"niun.com.br","A+","""present"""
44490,"fantagerop.wordpress.com","A+","""present"""
21300,"owncloud.org","A+","""present"""
44503,"api.nasa.gov","A+","""present"""
44500,"seanme.net","A+","""present"""
21174,"securecode.creditural.ru","A+","""present"""
7664,"brdrive.brscan.com.br","A+","""present"""
31680,"intranet.meant2b.nl","A+","""present"""
31963,"www.villaplus.com","A+","""present"""
44499,"www.viamichelin.com","A+","""present"""
12325,"dashboard.launchkey.com","A+","""present"""
4765,"awesomevote.xyz","A+","""present"""
20465,"campagneportal.a.interbank.nl","A+","""present"""
21196,"app.qa.futureadvisor.com","A+","""present"""
21222,"www.lehibou.com","A+","""present"""
12326,"explain.depesz.com","A+","""present"""
40065,"www.kmu-akademie.org","A+","""present"""
23191,"files.pythonhosted.org","A+","""present"""
21227,"ucs.stolyarenko.biz","A+","""present"""
66024,"www.morsk.com","A+","""present"""
20770,"ludikovsky.name","A+","""present"""
21231,"sandro.mathys.io","A+","""present"""
3139,"nastywhoremaster.tumblr.com","A+","""present"""
21295,"www.mcpat.com","A+","""present"""
6492,"collaboffice.stiftung2grad.de","A+","""present"""
12305,"wabisabie.com","A+","""present"""
42186,"jira.elga.gv.at","A+","""present"""
1593,"www.remontbistro.ru","A+","""present"""
50031,"uex.ariba.com","A+","""present"""
21234,"cloud.fd-net.ch","A+","""present"""
23223,"web13.secureinternetbank.com","A+","""present"""
21278,"www.massdrop.com","A+","""present"""
44596,"mein.berlin.de","A+","""present"""
13624,"chaska.co.za","A+","""present"""
1192,"protonmail.com","A+","""present"""
66065,"cm.netteller.com","A+","""present"""
43453,"www.gothamweb.com","A+","""present"""
66072,"www.southjerseyfcu.com","A+","""present"""
23235,"readformyschool.atlassian.net","A+","""present"""
44627,"jira.fin.media","A+","""present"""
42186,"jira.elga.gv.at","A+","""present"""
44646,"nextcloud.com","A+","""present"""
30119,"solerabank.com","A+","""present"""
40882,"join.ucap.schneider-electric.net","A+","null"
1596,"fig.ms","A+","""present"""
23255,"www.orangevillehonda.com","A+","""present"""
21156,"thehive.mywire.org","A+","""present"""
66096,"banksapi.io","A+","""present"""
21338,"uta-upload.datev.de","A+","""present"""
44657,"prp.at.cegeka.com","A+","""present"""
66098,"www.gleisnetze.de","A+","""present"""
1078,"pulse.cio.gov","A+","""present"""
6507,"harderwijk.nl","A+","""present"""
21341,"www.okart.com.ua","A+","""present"""
21353,"www.mijnhelicon.nl","A+","""present"""
44672,"ib24.csob.cz","A+","""present"""
21355,"helicon.educus.nl","A+","""present"""
44685,"frontal1.operis.fr","A+","""present"""
44693,"carpevitamcoaching.nl","A+","""present"""
15730,"lika.edu-ix.nl","A+","""present"""
66125,"unix-services.com","A+","""present"""
12363,"cloud.plenge-plenge.de","A+","""present"""
21412,"pogudo.org","A+","""present"""
26301,"highlightjs.org","A+","""present"""
23246,"gfycat.com","A+","""present"""
3150,"privacyweek.at","A+","""present"""
44731,"avenidas.cadcare.com","A+","""present"""
50077,"wonderproxy.com","A+","""present"""
3151,"www.binarization.com","A+","""present"""
10778,"foxes.no","A+","""present"""
23279,"securevault.de","A+","""present"""
21471,"app.sportclubby.com","A+","""present"""
3153,"app.jezzam.com","A+","""present"""
44685,"frontal1.operis.fr","A+","""present"""
367,"pantheon.io","A+","""present"""
23295,"mayuranqa.bigbrainqa.com","A+","""present"""
66152,"antha.com","A+","""present"""
21444,"paytoday.co.th","A+","""present"""
6528,"zeewolde.nl","A+","""present"""
12381,"christensenplace.us","A+","""present"""
21442,"grimmis-fun-factory.de","A+","""present"""
19015,"rfms.pledgetree.com","A+","""present"""
44769,"sitehawk.io","A+","""present"""
44752,"nu-pogodi.net","A+","""present"""
44768,"test.imobis.lt","A+","""present"""
44557,"b2net.ro","A+","""present"""
793,"oficinadanet.com.br","A+","""present"""
23316,"omarsamarah.tk","A+","""present"""
44806,"banhamgroup.com","A+","""present"""
66186,"alphadoc.com.au","A+","""present"""
4707,"inteachers.net","A+","""present"""
44826,"cashback.wwp.capital","A+","""present"""
6518,"www.batten.eu.org","A+","""present"""
2944,"blog.barthe.ph","A+","""present"""
66196,"lane4.feedbackdialog.com","A+","""present"""
12170,"app.airmatrix.info","A+","""present"""
23346,"hs-mainz.de","A+","""present"""
20124,"reserve.spod.kz","A+","""present"""
35522,"webems.evangel.edu","A+","""present"""
724,"winworldpc.com","A+","""present"""
66205,"mastodon.zaclys.com","A+","""present"""
40882,"join.ucap.schneider-electric.net","A+","""present"""
66207,"www.cf-tm.net","A+","""present"""
21156,"thehive.mywire.org","A+","""present"""
21509,"www.golser.info","A+","""present"""
44855,"www.parfumdreams.de","A+","""present"""
1612,"usps.csod.com","A+","""present"""
44752,"nu-pogodi.net","A+","""present"""
46411,"gitlab.unamur.be","A+","""present"""
32032,"murdercube.com","A+","""present"""
21582,"www.shake2buy.com","A+","""present"""
21553,"cloudwings.io","A+","null"
21644,"nnconsultant.ro","A+","""present"""
6548,"trillion.inov.pt","A+","""present"""
44871,"aimob.pt","A+","""present"""
44557,"b2net.ro","A+","""present"""
50110,"www.flyingpie.nl","A+","""present"""
21581,"www.ijugo.net","A+","""present"""
21560,"www.cloudwings.io","A+","null"
21563,"api1.cloudwings.io","A+","""present"""
21554,"api2.beta.cloudwings.io","A+","""present"""
21569,"api7.cloudwings.io","A+","""present"""
21572,"api5.cloudwings.io","A+","""present"""
21583,"shake2buy.com","A+","""present"""
21578,"musaned.com.sa","A+","""present"""
176,"pantip.com","A+","""present"""
42186,"jira.elga.gv.at","A+","""present"""
44657,"prp.at.cegeka.com","A+","""present"""
21562,"api2.cloudwings.io","A+","""present"""
21575,"ijugo.net","A+","""present"""
44596,"mein.berlin.de","A+","""present"""
44585,"techservices.bybox.com","A+","""present"""
21586,"admin-ch.smartclass.technology","A+","""present"""
44911,"pvw.pt","A+","""present"""
44907,"tempelhofer-feld.berlin.de","A+","""present"""
46424,"error.vba.va.gov","A+","""present"""
1612,"usps.csod.com","A+","""present"""
66259,"app.pipefy.com","A+","""present"""
21549,"ubuntudanmark.dk","A+","""present"""
21602,"crm.megasport.ua","A+","""present"""
23389,"system8.pos.infogenesisasp.com","A+","""present"""
44928,"tillhub.de","A+","""present"""
20379,"cloud.staatstheater.karlsruhe.de","A+","""present"""
66278,"ghosthun.com","A+","""present"""
21606,"api3.dev.cloudwings.io","A+","""present"""
21605,"api4.dev.cloudwings.io","A+","""present"""
28544,"highstreetonmarket.com","A+","""present"""
44948,"meisenzahl.org","A+","""present"""
21627,"dev.ijugo.net","A+","""present"""
21609,"dev.shake2buy.com","A+","""present"""
21616,"freshmen.dev.cloudwings.io","A+","""present"""
21612,"portal.dev.cloudwings.io","A+","""present"""
21618,"aswaja.dev.cloudwings.io","A+","""present"""
21637,"careers.health.govt.nz","A+","""present"""
21624,"api5.dev.cloudwings.io","A+","""present"""
50132,"emoryuniversity.samanage.com","A+","""present"""
35521,"bdmhistoricalrecords.dia.govt.nz","A+","""present"""
6556,"lwl12.com","A+","""present"""
20124,"reserve.spod.kz","A+","""present"""
21670,"vuigamevui.com","A+","""present"""
44988,"crmplus.zoho.com","A+","""present"""
21674,"my.paygateway.ru","A+","null"
44998,"maersk.service-now.com","A+","""present"""
35180,"nextcloud.snakedesert.se","A+","null"
50137,"www.loop-media.de","A+","""present"""
21674,"my.paygateway.ru","A+","""present"""
12460,"www.hotelcapodorso.com","A+","""present"""
13604,"nevraz.com","A+","""present"""
44947,"melbourne.hymanchester.com","A+","""present"""
23438,"deparom.ci.krikkit.eu","A+","""present"""
45010,"www.gnupg.org","A+","""present"""
45012,"dad-apotheken.de","A+","""present"""
21786,"icnseo.com","A+","""present"""
23416,"home.deathstar.name","A+","""present"""
44441,"business-voicemail.telekom-dienste.de","A+","""present"""
21722,"advancedanathema.it","A+","""present"""
5309,"portal.prewonen.nl","A+","""present"""
422,"online.bsteresin.pl","A+","""present"""
45038,"moje.o2.cz","A+","""present"""
10601,"www.nownews.com","A+","""present"""
21734,"alphastreet.com","A+","""present"""
12479,"borrow.btaa.org","A+","""present"""
45043,"moje.marsik.org","A+","""present"""
66356,"fr.tsedryk.ca","A+","""present"""
23318,"xmpp.hs-mainz.de","A+","""present"""
5701,"fflakmining.com","A+","""present"""
21744,"ucuzabilet.com","A+","""present"""
5269,"support.cyberinc.com","A+","""present"""
21771,"www.bkk-scheufelen.de","A+","""present"""
45083,"jonathandowning.uk","A+","""present"""
44557,"b2net.ro","A+","""present"""
66356,"fr.tsedryk.ca","A+","""present"""
47940,"manager-stage.everbridge.net","A+","""present"""
21849,"guidedselling.net","A+","""present"""
1614,"www.ashemaletube.com","A+","""present"""
23318,"xmpp.hs-mainz.de","A+","""present"""
21802,"www.ubermetrics-technologies.com","A+","""present"""
21918,"www.emp.com.br","A+","""present"""
21825,"calendar.zoho.com","A+","""present"""
3151,"www.binarization.com","A+","""present"""
45112,"rips.slide.club","A+","""present"""
50123,"listserv.uni-tuebingen.de","A+","""present"""
21838,"maritim.go.id","A+","""present"""
45097,"zajezdy.cz","A+","""present"""
57327,"www.melectronics.ch","A+","""present"""
45130,"insights.truthify.com","A+","""present"""
50192,"skoda-connect.com","A+","""present"""
3198,"start.1password.com","A+","""present"""
66393,"www.renovom.com","A+","null"
6589,"id.nwpsmart.com","A+","""present"""
21885,"paranoidsecurity.nl","A+","""present"""
17785,"tokiori-brg.jp","A+","""present"""
44557,"b2net.ro","A+","""present"""
21875,"webmail.zaclys.net","A+","""present"""
6998,"przepiorka.de","A+","""present"""
45167,"mingle.com","A+","""present"""
23508,"www.balcaonet.com.br","A+","""present"""
1619,"twitter-staging1.recurly.com","A+","""present"""
45171,"johnlewis.travelmoneyonline.co.uk","A+","""present"""
46170,"www.army.mil","A+","""present"""
66418,"dragoncave.me","A+","""present"""
21911,"inventory.zoho.com","A+","""present"""
45172,"motiw.a1-systems.com","A+","""present"""
21912,"scholierenverkiezingen.nl","A+","""present"""
21897,"www.cyberathack.com","A+","""present"""
50203,"mm-manager.de","A+","""present"""
23514,"goldstarpens.com","A+","""present"""
45177,"wilddogdesign.co.uk","A+","""present"""
12515,"www.linuxito.com","A+","""present"""
45183,"www.a2-access.com","A+","""present"""
47563,"hostedapachesolr.com","A+","""present"""
50249,"texascomputercooperative.samanage.com","A+","""present"""
46337,"app.bouncepayments.com","A+","null"
12512,"sterc.nl","A+","""present"""
45203,"my.tfgm.com","A+","""present"""
6594,"ermelo.nl","A+","""present"""
45207,"frankfurter-volksbank.de","A+","""present"""
62790,"impotencija.net","A+","""present"""
46337,"app.bouncepayments.com","A+","""absent"""
21960,"www.audio-collections.com","A+","""present"""
44557,"b2net.ro","A+","""present"""
45182,"www.tandyonline.com","A+","""present"""
23524,"holokitty.tumblr.com","A+","""present"""
12524,"benharr.is","A+","""present"""
45231,"www.lyevalley.org","A+","""present"""
6602,"hybrislab.alema-conseil.com","A+","""present"""
22094,"mofibo.com","A+","""present"""
45097,"zajezdy.cz","A+","null"
23545,"balcaonet.com.br","A+","""present"""
6604,"simul-lrv.midaseurope.net","A+","""present"""
22012,"cajasturdirecto.cajastur.es","A+","""present"""
19923,"secure.stage.paygateway.ru","A+","""present"""
66468,"www.tcs.com","A+","""present"""
12531,"nmuacm.com","A+","""present"""
45261,"nghttp2.org","A+","""present"""
22029,"www.jieyunhaoche.com","A+","""present"""
45262,"hbpo-wiki.com","A+","""present"""
45172,"motiw.a1-systems.com","A+","""present"""
22101,"www.geekgit.com","A+","""present"""
45097,"zajezdy.cz","A+","""present"""
23573,"sotd.io","A+","""present"""
50267,"cloud.jumpchannel.de","A+","""present"""
22077,"test.oppwa.com","A+","""present"""
22086,"simulation.com.tw","A+","""present"""
31446,"tomwiggers.nl","A+","""present"""
66479,"ssl.agilolfinger.de","A+","""present"""
22107,"www.alboidonei.sanita.it","A+","""present"""
22116,"gate2play.ctpe.info","A+","""present"""
22111,"login.sso.sparkassenverlag.de","A+","""present"""
45310,"nihseniorhealth.gov","A+","""present"""
40803,"travalia.pl","A+","""present"""
22128,"balcarraslearning.com","A+","""present"""
12543,"support.frescologic.com","A+","""present"""
21674,"my.paygateway.ru","A+","""present"""
45317,"terosdans.ru","A+","""present"""
66487,"asf.votes.voxaly.com","A+","""present"""
66488,"services.d4science.org","A+","""present"""
23596,"secure.paymode.com","A+","""present"""
23601,"niallweedon.co.uk","A+","""present"""
21674,"my.paygateway.ru","A+","""present"""
7001,"esd.rjbsys.com","A+","""present"""
6613,"sps.od.nih.gov","A+","""present"""
45332,"precy.co","A+","""present"""
45344,"sso.guj.de","A+","""present"""
22165,"motiveingang.axelspringer.de","A+","""present"""
12547,"ticket.worxi.cz","A+","""present"""
22202,"ds.viewpoint.ba","A+","""present"""
66509,"gitlab.neopa.jp","A+","""present"""
12552,"tilde.team","A+","""present"""
45364,"mythings.proximus.be","A+","""present"""
22205,"ds-stage.viewpoint.ba","A+","""present"""
16957,"skola.smartcity.cz","A+","""present"""
44557,"b2net.ro","A+","""present"""
66526,"cloud.manfroi.fr","A+","""present"""
66524,"ipso.paris","A+","""present"""
18998,"chat.blackspot.me","A+","""present"""
23630,"secure.pupiltracking.com","A+","""present"""
45376,"anna-labs.com","A+","""present"""
347,"twitter.com","A+","""present"""
66532,"siab.cp.pt","A+","""present"""
3232,"store.pluribusgames.com","A+","""present"""
22231,"manage.digitalfyre.com","A+","""present"""
1497,"moodle.bfh.ch","A+","""present"""
23636,"uusi.op.fi","A+","""present"""
45393,"very.ua","A+","""present"""
21971,"bancaadistancia.liberbank.es","A+","""present"""
23635,"wwwqa.microsoft.com","A+","""present"""
6855,"www.tkppensioen.nl","A+","""present"""
925,"bosen.net","A+","""present"""
50286,"www.rico.com.vc","A+","""present"""
272,"ariane.group","A+","""present"""
22271,"portal.beta.starleaf.com","A+","""present"""
66548,"api.fundinfo.com","A+","""present"""
23643,"owncloud.samposoftware.com","A+","""present"""
66553,"smartaset.palangkaraya.go.id","A+","""present"""
22270,"portal.starleaf.com","A+","""present"""
238,"trust.sproutit.co.uk","A+","""present"""
66561,"comin-portal.creos.net","A+","""present"""
66564,"btpreparationprod.basware.com","A+","""present"""
